Designator,Mid X,Mid Y,Rotation,Layer
C1,138.45,-117.602,180.0,top
D1,136.398,-121.158,0.0,top
FID1,132.334,-121.92,0.0,top
FID2,157.734,-120.015,0.0,top
J1,144.8,-122.57,270.0,bottom
J2,156.205,-115.57,90.0,top
J3,153.04,-120.015,270.0,top
J4,143.51,-106.68,90.0,top
R2,132.08,-117.602,180.0,top
U1,144.9875,-114.935,270.0,top
